0.7774842003377904 0.03373586918932726
0.765 ± 0.040,[0.70104167 0.70754523 0.77128775 0.77851277 0.77586207 0.78642314
 0.74313767 0.794375   0.84294355 0.75304111],beta 0.5,temperature 1,nfactor 5,nhidden 128,nembed 32,layer 1,dataset texas,sub_dataset Johns Hopkins55,run 10,epochs 2000,lr 0.0001,miniid 2,m 5
0.798 ± 0.020,[0.82036713 0.808125   0.81485445 0.7741284  0.77392241],beta 0.5,temperature 1,nfactor 5,nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset Johns Hopkins55,run 5,epochs 2000,lr 5e-05,miniid 2,m 5
0.783 ± 0.045,[0.703125   0.77625    0.77083333 0.74129464 0.76472356 0.8606681
 0.85011943 0.76680223 0.80501761 0.78814338],beta 0.5,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset texas,sub_dataset Johns Hopkins55,run 10,epochs 2000,lr 5e-05,miniid 2,m 5
0.760 ± 0.077,[0.875      0.65944102 0.81605603 0.70894161 0.73863636],beta 0.5,temperature 1,nfactor 5,nhidden 1024,nembed 32,layer 1,dataset texas,sub_dataset Johns Hopkins55,run 5,epochs 2000,lr 5e-05,miniid 2,m 5
0.786 ± 0.052,[0.79738898 0.86554276 0.80296986 0.75319343 0.71032801],beta 0.5,temperature 1,nfactor 5,nhidden 1024,nembed 32,layer 1,dataset texas,sub_dataset Johns Hopkins55,run 5,epochs 2000,lr 5e-05,miniid 2,m 5
0.772 ± 0.025,[0.75401182 0.80463047 0.77884615 0.76041667 0.73458333 0.73847518
 0.79796766 0.76383024 0.80530576 0.78180018],beta 0.5,temperature 1,nfactor 5,nhidden 1024,nembed 32,layer 1,dataset texas,sub_dataset Johns Hopkins55,run 10,epochs 2000,lr 5e-05,miniid 2,m 5
0.746 ± 0.047,[0.73152449 0.76968344 0.70518663 0.71653226 0.81545017 0.65319056
 0.77619155 0.80973639 0.75872845 0.72063387],beta 0.5,temperature 1,nfactor 5,nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset Johns Hopkins55,run 10,epochs 2000,lr 5e-05,miniid 2,m 5
0.767 ± 0.041,[0.81729167 0.78439748 0.77114583 0.68928571 0.725      0.80666667
 0.75116922 0.7790018  0.73087993 0.81903595],beta 0.5,temperature 1,nfactor 5,nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset Johns Hopkins55,run 10,epochs 2000,lr 0.0001,miniid 2,m 5
0.765 ± 0.064,[0.76736111 0.73705357 0.61412037 0.85729167 0.75651978 0.72638889
 0.75633446 0.82090517 0.79229323 0.82595199],beta 0.5,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset texas,sub_dataset Johns Hopkins55,run 10,epochs 2000,lr 0.0001,miniid 2,m 5
0.741 ± 0.064,[0.79965753 0.62742821 0.84453687 0.77769397 0.67974138 0.69972826
 0.67963644 0.74500868 0.79795259 0.75527872],beta 0.1,temperature 1,nfactor 5,nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset ES,run 10,epochs 2000,lr 0.0001,miniid 2,m 5
0.795 ± 0.047,[0.76510762 0.87723214 0.82593969 0.85448473 0.79728084 0.7641369
 0.7466443  0.7208555  0.82159515 0.7775549 ],beta 0.5,temperature 1,nfactor 5,nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset ES,run 10,epochs 2000,lr 0.0001,miniid 2,m 5
0.807 ± 0.040,[0.76002956 0.82560484 0.85480769 0.8147482  0.83710106 0.75246711
 0.78059896 0.87182971 0.8167995  0.75650168],beta 0.6,temperature 1,nfactor 5,nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset ES,run 10,epochs 2000,lr 0.0001,miniid 2,m 5
0.773 ± 0.037,[0.78348214 0.79961993 0.71324191 0.80549173 0.84292219 0.75396127
 0.71832483 0.78486395 0.76221026 0.76583904],beta 0.7,temperature 1,nfactor 5,nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset ES,run 10,epochs 2000,lr 0.0001,miniid 2,m 5
0.782 ± 0.047,[0.75131119 0.83187072 0.8178742  0.82908818 0.80925926 0.83289007
 0.7321743  0.69168134 0.75548427 0.76814516],beta 0.8,temperature 1,nfactor 5,nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset ES,run 10,epochs 2000,lr 0.0001,miniid 2,m 5
0.775 ± 0.066,[0.75041118 0.87863372 0.80514706 0.63585069 0.71875    0.85403226
 0.78146552 0.74037591 0.76848592 0.81781915],beta 0.9,temperature 1,nfactor 5,nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset ES,run 10,epochs 2000,lr 0.0001,miniid 2,m 5
0.726 ± 0.048,[0.79582634 0.71737753 0.76333333 0.68603188 0.66804435],beta 0.5,temperature 1,nfactor 5,nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset ENGB,run 5,epochs 2000,lr 0.0001,miniid 2,m 5
0.732 ± 0.047,[0.67766608 0.75542996 0.8088297  0.6916521  0.72601997],beta 0.5,temperature 1,nfactor 5,nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset ENGB,run 5,epochs 2000,lr 0.0001,miniid 2,m 5
