
0.948 ± 0.000,[0.94796525],beta 0.8,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset twitch-e,sub_dataset DE,run 1,epochs 2000,lr 0.0001,miniid 2,m 5
0.946 ± 0.000,[0.94619],beta 0.8,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset twitch-e,sub_dataset ENGB,run 1,epochs 2000,lr 0.0001,miniid 2,m 5
0.961 ± 0.000,[0.96105426],beta 0.8,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset twitch-e,sub_dataset ENGB,run 1,epochs 2000,lr 0.0001,miniid 2,m 5
0.958 ± 0.000,[0.95823716],beta 0.8,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset twitch-e,sub_dataset ENGB,run 1,epochs 2000,lr 0.0001,miniid 2,m 5
0.924 ± 0.000,[0.9244496],beta 0.8,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset twitch-e,sub_dataset DE,run 1,epochs 2000,lr 0.0001,miniid 2,m 5
0.956 ± 0.000,[0.95554784],beta 0.8,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset twitch-e,sub_dataset ENGB,run 1,epochs 2000,lr 0.0001,miniid 2,m 5
0.960 ± 0.000,[0.95952371],beta 0.8,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset twitch-e,sub_dataset ENGB,run 1,epochs 2000,lr 0.0001,miniid 2,m 5
0.936 ± 0.000,[0.93598686],beta 0.8,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset twitch-e,sub_dataset DE,run 1,epochs 2000,lr 0.0001,miniid 2,m 5
0.958 ± 0.001,[0.95979918 0.95722755 0.95943468 0.95671715 0.95720404],beta 0.8,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset twitch-e,sub_dataset ENGB,run 5,epochs 2000,lr 0.0001,miniid 2,m 5
0.949 ± 0.001,[0.94805529 0.95001996 0.94906465 0.94744104 0.9501231 ],beta 0.8,temperature 1,nfactor 5,nhidden 256,nembed 32,layer 1,dataset twitch-e,sub_dataset DE,run 5,epochs 2000,lr 0.0001,miniid 2,m 5
