0.682 ± 0.066   [0.71522222 0.66088889 0.65566667 0.58522222 0.82355556 0.69888889
 0.59777778 0.74       0.693      0.64811111],nhidden 512,nembed 32,layer 1,dataset cornell,sub_dataset RU,run 10,epochs 2000,lr 0.001
0.665 ± 0.077   [0.68866667 0.71977778 0.799      0.58066667 0.558      0.61111111
 0.67455556 0.70733333 0.57       0.736     ],nhidden 128,nembed 32,layer 1,dataset cornell,sub_dataset RU,run 10,epochs 2000,lr 0.001
0.686 ± 0.071   [0.66377778 0.53322222 0.61644444 0.78077778 0.726      0.65333333
 0.69       0.77888889 0.70033333 0.71577778],nhidden 256,nembed 32,layer 1,dataset cornell,sub_dataset RU,run 10,epochs 2000,lr 0.001
