0.683 ± 0.036   [0.71640625 0.68095703 0.71308594 0.66328125 0.67207031 0.61328125
 0.63701172 0.73515625 0.69814453 0.696875  ],nhidden 512,nembed 32,layer 1,dataset texas,sub_dataset RU,run 10,epochs 2000,lr 0.001
0.686 ± 0.042   [0.703125   0.66484375 0.65625    0.73535156 0.63320312 0.6390625
 0.76210937 0.67529297 0.72714844 0.65869141],nhidden 256,nembed 32,layer 1,dataset texas,sub_dataset RU,run 10,epochs 2000,lr 0.001
0.663 ± 0.034   [0.67910156 0.62675781 0.67890625 0.70175781 0.62197266 0.60234375
 0.69755859 0.68408203 0.6484375  0.6921875 ],nhidden 128,nembed 32,layer 1,dataset texas,sub_dataset RU,run 10,epochs 2000,lr 0.001
