0.625 ± 0.154   [0.49977329 0.79497139 0.49955044 0.83044594 0.5       ],nhidden 512,nembed 32,layer 1,dataset photo,sub_dataset Amherst41,run 5,epochs 2000,lr 0.01
0.500 ± 0.000   [0.5        0.5        0.5        0.5        0.49993702],nhidden 512,nembed 32,layer 1,dataset photo,sub_dataset Amherst41,run 5,epochs 2000,lr 0.01
0.556 ± 0.113   [0.5        0.5        0.5        0.49972273 0.78262641],nhidden 512,nembed 32,layer 1,dataset photo,sub_dataset Amherst41,run 5,epochs 2000,lr 0.01
0.608 ± 0.132   [0.77222293 0.50002938 0.5        0.5        0.7685646 ],nhidden 512,nembed 32,layer 1,dataset photo,sub_dataset Amherst41,run 5,epochs 2000,lr 0.01
0.650 ± 0.127   [0.5        0.5        0.68914887 0.78698467 0.77300411],nhidden 512,nembed 32,layer 1,dataset photo,sub_dataset Amherst41,run 5,epochs 2000,lr 0.01
0.654 ± 0.131   [0.49996641 0.76177108 0.81296781 0.69534365 0.49977325],nhidden 512,nembed 32,layer 1,dataset photo,sub_dataset Amherst41,run 5,epochs 2000,lr 0.01
0.550 ± 0.100   [0.49976054 0.5        0.75001134 0.5        0.5000084 ],nhidden 512,nembed 32,layer 1,dataset photo,sub_dataset Amherst41,run 5,epochs 2000,lr 0.01
0.500 ± 0.000   [0.5        0.49993282 0.4999412  0.5000084  0.49995803],nhidden 512,nembed 32,layer 1,dataset photo,sub_dataset Amherst41,run 5,epochs 2000,lr 0.01
0.607 ± 0.131   [0.5        0.77718911 0.49959263 0.5        0.75640357],nhidden 512,nembed 32,layer 1,dataset photo,sub_dataset Amherst41,run 5,epochs 2000,lr 0.01
0.502 ± 0.003   [0.5        0.5        0.5        0.50827408 0.49985731],nhidden 512,nembed 32,layer 1,dataset photo,sub_dataset Amherst41,run 5,epochs 2000,lr 0.01

0.963 ± 0.000   [0.96400585 0.96303135 0.96281811 0.96350859],nhidden 512,nembed 32,layer 1,dataset photo,sub_dataset Amherst41,run 4,epochs 2000,lr 0.001
